case number,case detail,time of fir,no of suspects,progress,police station numbers
a2EOO,Shoplifting at a mall,2020-04-20 23:09:20,2,pending,28255080
vZxJJ,Burglary in a residential area,2019-02-05 03:11:10,9,pending,61051554
Kgope,Kidnapping,2022-09-30 15:29:09,3,pending,24670942
Crx4z,Assault on an officer,2022-03-18 23:48:53,3,closed,04869659
KbksK,Shoplifting at a mall,2021-04-06 21:25:22,1,closed,29091733
Hj1fS,Assault in a public place,2021-05-31 03:13:43,3,closed,05994605
fQVN8,Shoplifting at a mall,2019-04-23 20:14:53,5,closed,46717128
XLzkj,Public disturbance,2022-09-04 17:34:13,2,pending,32013445
ydy3v,Burglary in a residential area,2020-03-17 07:45:55,10,closed,06531579
ukVjc,Forgery and fraud,2021-05-25 10:23:10,1,pending,29109529
pU57M,Robbery at a convenience store,2022-11-01 03:12:25,8,pending,43488825
5TnxM,Environmental crime,2019-03-27 12:46:32,10,pending,45565993
Rwkzq,Burglary in a residential area,2021-01-05 14:29:05,3,closed,90810723
LOjeZ,Burglary in a residential area,2019-01-01 09:53:25,5,closed,47418335
YFggh,Child abuse,2021-07-31 01:54:08,10,pending,76146396
52Rb7,Environmental crime,2019-05-21 13:09:36,3,pending,55926181
6Nhro,Shoplifting at a mall,2019-07-28 00:36:00,8,closed,85674821
WyrgE,Arson,2021-12-06 11:38:19,7,closed,91267948
U9h56,Forgery and fraud,2019-08-21 10:09:15,5,closed,57903472
470d8,Cybercrime,2020-04-28 17:41:46,1,closed,53682903
UpXUS,Assault on an officer,2021-06-13 00:53:40,8,closed,29802852
TgW6F,Assault in a public place,2021-08-17 02:02:40,5,closed,60407188
ed0RT,Child abuse,2022-11-21 04:53:37,2,closed,46994664
gETHI,Human trafficking,2019-07-06 22:00:19,1,closed,30045290
SFSq6,Robbery at a convenience store,2020-12-04 02:00:32,2,closed,35143173
rg85y,Drug trafficking,2022-02-20 16:54:50,10,pending,87758685
WYBBf,Cybercrime,2021-06-01 09:07:13,1,pending,38965264
rLvU9,Robbery at a convenience store,2020-07-05 11:03:24,4,closed,92714016
xMPUT,Car theft,2019-08-09 11:45:25,6,closed,17666038
5O0VZ,Child abuse,2019-01-06 01:25:11,5,pending,71170933
E6hUe,Shoplifting at a mall,2020-12-25 02:56:09,7,closed,09158783
3Gsuw,Trespassing,2019-12-13 07:25:43,3,pending,20613901
dZYJb,Kidnapping,2022-09-23 12:42:31,7,pending,75436383
8oenk,Burglary in a residential area,2022-04-26 19:33:11,1,pending,43349406
Meash,Human trafficking,2019-05-18 04:13:25,3,closed,68940326
tZCvC,Human trafficking,2020-06-24 12:11:37,10,pending,71812245
pGwpO,Human trafficking,2019-11-19 15:22:59,8,pending,73183670
nGRx7,Public disturbance,2019-11-26 08:45:19,6,closed,71278753
490Dm,Trespassing,2022-11-03 05:10:39,5,closed,62910203
6Nou7,Identity theft,2021-09-24 01:06:40,9,closed,05265346
A4fBd,Public disturbance,2021-12-31 02:48:21,3,closed,59822575
zhIJQ,Burglary in a residential area,2019-06-08 00:14:50,5,closed,85181311
IrqGz,Kidnapping,2020-10-19 12:41:38,7,closed,12479133
q9R2p,Burglary in a residential area,2019-02-25 17:39:48,1,pending,03799037
KtqeS,Arson,2020-11-11 17:19:51,9,closed,43048918
BqRV3,Forgery and fraud,2021-06-15 19:11:48,6,pending,34050627
yLTQS,Assault in a public place,2021-04-08 22:06:09,4,pending,55731503
65DtN,Environmental crime,2021-11-28 08:10:23,4,closed,46076069
FMaaR,Public disturbance,2021-01-13 12:28:32,10,closed,54177264
4KgWx,Domestic violence,2022-10-14 02:37:58,10,closed,31782047
S2Sby,Shoplifting at a mall,2019-06-09 07:07:27,3,closed,13817497
aTN3l,Burglary in a residential area,2021-02-19 04:40:13,2,closed,78308457
sCqik,Assault in a public place,2022-12-29 05:11:33,7,pending,98820852
zBtOK,Robbery at a convenience store,2020-03-19 23:58:13,10,pending,33421094
vVi1G,Stalking,2021-06-02 06:06:48,6,closed,72499208
OYWH3,Drug trafficking,2021-05-29 12:52:43,6,closed,15971778
1S1CH,Arson,2020-06-28 12:16:35,9,closed,38334898
5rtyf,Child abuse,2019-10-07 09:38:47,7,closed,98318114
paZyy,Kidnapping,2021-07-04 08:24:53,5,pending,22954797
1stz0,Assault in a public place,2019-10-02 10:05:37,8,pending,98777963
sv859,Stalking,2022-03-02 14:08:58,3,pending,59004375
ptHif,Forgery and fraud,2021-07-13 17:06:25,4,closed,18041936
syiVO,Arson,2022-12-07 12:24:39,2,closed,23491357
llvLO,Robbery at a convenience store,2022-04-25 14:27:21,3,closed,39645652
yCBNd,Homicide,2020-12-27 06:39:36,5,closed,82542275
3IJ5c,Kidnapping,2022-08-06 00:41:22,10,closed,34908455
RbwlQ,Public disturbance,2020-03-03 13:03:56,5,closed,21622457
J9vQv,Arson,2019-03-21 02:13:24,1,closed,35659954
YGjNh,Vandalism in a park,2019-08-27 13:01:53,4,pending,15542526
nbcMN,Kidnapping,2022-06-16 07:56:17,4,closed,57124720
I5Z1i,Public disturbance,2020-09-04 22:26:52,10,closed,47553835
UI8HL,Vandalism in a park,2022-09-05 20:10:56,5,closed,13500751
W9IGG,Car theft,2019-11-23 01:15:01,9,pending,54518424
9wGF5,Car theft,2019-05-27 19:32:08,2,closed,54687260
ZlL4P,Cybercrime,2021-08-26 00:00:39,3,closed,66688111
lzVkw,Arson,2021-06-25 21:20:49,4,pending,78468142
9cyTw,Environmental crime,2022-10-10 21:05:53,1,closed,29121811
0cuOV,Identity theft,2019-02-17 19:42:45,9,closed,80674665
QhkFd,Drug trafficking,2020-07-04 19:28:47,3,closed,94710383
NXt0u,Burglary in a residential area,2021-10-19 07:56:34,8,closed,87640751
ByWNS,Assault on an officer,2021-05-04 23:41:50,10,pending,14865195
MYlLL,Public disturbance,2020-02-05 09:11:29,8,closed,71571871
hgksT,Cybercrime,2021-12-06 07:26:48,5,pending,89327265
6waUf,Car theft,2020-11-17 09:48:25,7,pending,36052257
XP9po,Assault on an officer,2021-03-12 03:50:51,5,closed,08234487
LZ7ms,Assault in a public place,2021-10-07 13:12:12,8,closed,73014349
QTybp,Burglary in a residential area,2021-07-08 23:44:50,2,pending,22619367
JMjU0,Domestic violence,2019-05-12 09:12:00,8,pending,41192488
VQTw3,Assault in a public place,2021-09-05 02:50:54,3,pending,15891775
1LKZL,Robbery at a convenience store,2019-11-25 06:10:00,6,pending,81126372
XU9JZ,Drug trafficking,2019-08-14 22:59:20,8,pending,92158529
pwbrZ,Drug trafficking,2022-01-05 14:37:31,8,closed,73906840
nqlum,Kidnapping,2022-08-06 17:40:53,6,closed,63877633
NClTf,Assault in a public place,2021-05-21 16:10:23,8,pending,29603599
pcEJL,Burglary in a residential area,2022-11-22 12:30:04,7,pending,91771166
qNDS9,Arson,2021-06-16 05:14:42,5,closed,98348795
JOxx3,Domestic violence,2021-11-25 07:57:23,5,closed,15861726
b7Xpc,Homicide,2021-09-03 06:32:09,8,closed,27038207
lvH4i,Environmental crime,2022-03-20 00:33:56,6,closed,28851781
0DjXE,Assault in a public place,2019-04-29 13:27:59,1,pending,02828285
qU5qy,Child abuse,2019-02-06 03:58:06,1,closed,00457041
kXZEh,Kidnapping,2022-02-19 19:01:04,1,pending,73843112
xCssx,Assault in a public place,2021-03-19 21:05:46,5,pending,87427344
dQFRW,Cybercrime,2020-09-03 17:50:24,3,closed,49914896
CYK29,Domestic violence,2020-01-20 19:15:47,5,pending,39594237
yphdO,Shoplifting at a mall,2019-08-26 13:40:10,3,closed,65383180
9VjnP,Cybercrime,2021-07-02 17:47:32,7,closed,19086027
JFQYH,Kidnapping,2021-05-14 21:23:02,8,closed,21715015
894Nc,Burglary in a residential area,2021-10-06 00:59:43,3,pending,91897314
1Vlrp,Assault on an officer,2019-05-25 13:23:24,9,pending,33998759
XQZ1S,Arson,2020-11-09 21:09:22,9,pending,40151272
I2L0V,Car theft,2020-03-21 17:05:05,4,closed,16813246
dA6Pt,Drug trafficking,2022-11-03 18:00:40,8,pending,45151839
Rp9qI,Shoplifting at a mall,2019-03-22 01:56:13,3,closed,81023545
3PwXn,Shoplifting at a mall,2019-05-31 09:43:09,7,pending,14939852
khtUx,Environmental crime,2021-06-12 13:47:53,9,pending,04591901
6hwnF,Drug trafficking,2020-07-08 22:07:21,6,pending,43891443
KYCTw,Robbery at a convenience store,2021-08-04 00:23:12,5,closed,59498596
MPTiG,Trespassing,2020-04-12 14:40:47,9,pending,21290174
OP60H,Burglary in a residential area,2020-06-24 02:34:05,1,pending,13145946
L5LMI,Stalking,2022-10-21 04:16:59,6,closed,98776917
ecUJj,Cybercrime,2022-01-26 06:40:58,2,pending,15344404
t0MfD,Drug trafficking,2021-03-25 22:14:32,5,closed,35799618
AMoLV,Car theft,2019-02-06 23:10:18,10,closed,85542283
IaXm9,Environmental crime,2022-06-04 15:34:22,2,pending,83677444
t6NYJ,Assault in a public place,2021-07-13 18:14:26,6,closed,44271242
zN7BY,Shoplifting at a mall,2021-10-07 23:19:32,9,closed,46496901
JbC0Q,Domestic violence,2020-12-23 01:26:47,2,closed,42041310
OTMYN,Domestic violence,2019-05-31 16:17:00,10,pending,00085060
9hISf,Homicide,2021-08-19 19:19:08,10,closed,05880866
yAU5u,Car theft,2021-07-04 12:32:44,4,closed,28746247
4VHwz,Drug trafficking,2021-12-14 01:02:48,2,closed,01581052
0Tk39,Domestic violence,2020-04-25 01:03:38,2,closed,08351137
YcYOp,Kidnapping,2020-10-29 16:44:03,9,closed,34022764
saApj,Car theft,2021-05-30 00:27:34,6,pending,99782810
0p8Oi,Burglary in a residential area,2022-07-25 00:51:13,8,closed,48404348
HR8ag,Drug trafficking,2021-09-10 07:19:05,5,closed,36998764
xojyU,Forgery and fraud,2022-09-15 09:52:08,3,pending,60962252
668Ip,Vandalism in a park,2020-09-28 01:15:26,10,closed,44161869
JxFId,Arson,2020-06-13 01:58:18,5,pending,58658676
Tenvf,Identity theft,2022-04-15 09:29:37,2,closed,24225341
XJsBN,Homicide,2021-10-10 21:26:47,6,closed,70707224
UhW3C,Assault on an officer,2022-05-13 01:32:59,6,closed,16422284
225qq,Arson,2022-11-29 19:28:50,6,pending,00395805
sNAfL,Stalking,2019-04-17 12:47:34,5,closed,25368284
2h4YU,Assault in a public place,2021-08-14 13:48:39,1,pending,11393197
2YGp0,Identity theft,2020-11-12 10:53:59,5,pending,31205129
bC02m,Burglary in a residential area,2022-05-18 05:11:12,2,pending,16615172
YtQNB,Cybercrime,2020-08-26 19:30:29,2,pending,97898972
DrrrI,Vandalism in a park,2022-02-04 06:21:32,5,closed,69464604
5Cp1l,Domestic violence,2021-12-13 13:33:45,9,pending,11358546
sQtKz,Drug trafficking,2021-09-13 10:07:50,6,closed,34237087
0Y5qs,Human trafficking,2019-03-27 21:55:00,1,pending,19355144
XVxRp,Shoplifting at a mall,2021-07-08 05:00:43,7,closed,67581049
7wlKf,Assault on an officer,2021-07-06 02:02:30,2,closed,08226067
sqcbq,Vandalism in a park,2019-03-07 07:19:56,8,pending,17521888
jlwXI,Kidnapping,2021-06-14 01:04:30,10,closed,70463420
OihWf,Burglary in a residential area,2021-06-24 23:38:26,10,pending,86203372
roDN2,Car theft,2021-02-08 13:47:14,10,closed,25764698
GhYQ2,Vandalism in a park,2021-12-21 01:35:49,8,closed,28720127
4TUlG,Cybercrime,2020-03-08 14:45:43,7,pending,22903060
WKq3N,Assault on an officer,2020-09-10 18:18:38,6,pending,28625008
rajTz,Assault in a public place,2022-03-13 22:55:34,6,pending,95824698
lrElc,Domestic violence,2020-09-05 11:38:01,3,pending,36663225
ZUCwO,Homicide,2022-10-28 17:32:02,2,pending,53790522
qpTmk,Arson,2022-09-19 15:32:26,8,closed,41815276
ZWhyf,Arson,2021-03-28 13:51:59,4,closed,81499787
YUKjW,Identity theft,2021-03-27 18:56:05,8,closed,93315807
qxLp3,Assault on an officer,2022-10-23 01:59:33,3,pending,24632305
0WNuo,Burglary in a residential area,2019-08-24 08:43:47,4,pending,89253492
hvIHO,Vandalism in a park,2022-05-03 21:58:49,8,closed,04975348
2MaKi,Identity theft,2021-06-27 15:49:03,10,closed,13404260
umi0f,Stalking,2021-05-27 10:59:44,8,closed,68220374
ajGav,Arson,2021-10-06 22:11:51,10,closed,49942002
DkXqC,Trespassing,2019-12-11 09:02:43,10,pending,72277858
MO42F,Assault on an officer,2020-07-24 05:18:50,7,pending,03303706
GtgM0,Burglary in a residential area,2020-04-13 20:12:36,2,closed,28291248
E8BA6,Public disturbance,2019-10-25 05:37:33,3,closed,70079818
HNegn,Robbery at a convenience store,2021-01-04 11:32:37,3,pending,75198059
wOHFe,Human trafficking,2021-05-14 12:39:19,7,pending,15100285
at5xT,Shoplifting at a mall,2021-02-16 09:58:50,1,pending,03021069
7MKUX,Environmental crime,2020-06-02 12:45:59,4,pending,00137541
PbwDs,Forgery and fraud,2021-12-10 16:18:45,2,pending,65115295
9XmbK,Environmental crime,2020-03-20 02:10:16,1,closed,49881884
O9vXM,Car theft,2019-07-13 21:18:36,2,closed,27471236
JpTEU,Assault on an officer,2022-12-15 10:09:29,2,closed,34343088
5LEks,Vandalism in a park,2019-04-15 11:38:49,1,closed,96124096
rBCbV,Forgery and fraud,2022-12-14 13:46:11,1,pending,47844153
ori4q,Kidnapping,2021-10-03 06:24:27,1,pending,92619662
q5XDT,Trespassing,2020-08-23 21:06:36,9,closed,61866082
b6bZo,Robbery at a convenience store,2020-10-21 22:10:09,2,closed,26797373
4Zfvn,Child abuse,2019-08-16 16:45:03,7,pending,89655249
JwAmN,Arson,2022-03-07 12:11:31,9,closed,95016554
zSxcK,Robbery at a convenience store,2022-10-19 18:30:16,4,pending,05309545
CYQPZ,Human trafficking,2021-04-04 09:21:58,9,pending,22234606
m0AxP,Environmental crime,2020-07-01 05:17:46,5,closed,95032735
jPs9g,Shoplifting at a mall,2019-06-21 05:10:55,7,closed,80454706
D8Ppm,Shoplifting at a mall,2019-05-01 22:52:13,7,pending,82697184
uTBP7,Drug trafficking,2022-07-19 10:10:24,10,closed,77226066
MnSPC,Forgery and fraud,2019-07-26 00:58:52,10,pending,27024442
lBljX,Burglary in a residential area,2019-09-10 06:04:48,10,closed,82961480
hvMNb,Forgery and fraud,2022-11-10 17:45:20,8,pending,62160973
02Opu,Child abuse,2020-04-26 11:29:02,8,closed,88331819
Uc2ac,Public disturbance,2022-03-07 13:35:55,1,closed,94154981
MvQKV,Forgery and fraud,2019-05-23 11:00:58,7,closed,93782926
FHt70,Assault on an officer,2022-04-28 18:09:45,5,closed,50962362
2mPcx,Arson,2022-03-12 09:04:30,6,pending,20709023
2oAEA,Identity theft,2022-02-04 17:59:20,1,closed,81437178
YGIAM,Assault on an officer,2019-06-02 18:03:31,7,closed,80770200
nSu0X,Assault in a public place,2021-01-29 04:51:51,5,pending,75579215
Kb2Di,Cybercrime,2019-06-02 22:15:11,4,pending,05595405
6w7gq,Forgery and fraud,2021-05-22 08:59:49,7,closed,84102031
TYKsQ,Human trafficking,2021-10-09 21:18:56,3,pending,40628269
XFnOT,Human trafficking,2019-11-07 17:38:22,1,pending,63625736
NhDiP,Assault on an officer,2020-10-16 01:30:20,9,closed,01143821
NYejE,Cybercrime,2022-02-05 01:04:42,8,pending,70565497
c9GCU,Homicide,2022-04-10 11:57:25,6,pending,81967603
lzyvY,Vandalism in a park,2022-04-22 23:50:56,6,closed,54401746
o5bbv,Homicide,2021-05-05 19:35:38,6,closed,43707977
lmpQB,Arson,2022-08-12 03:16:50,3,closed,11971363
SpNYI,Environmental crime,2021-03-07 12:26:38,2,pending,89689579
3SzkR,Public disturbance,2020-03-14 22:43:07,2,closed,49178795
hS8vl,Robbery at a convenience store,2021-05-26 06:34:08,10,pending,81992728
P92VC,Child abuse,2019-03-03 22:10:36,8,closed,60155830
0AYuD,Vandalism in a park,2019-02-26 06:55:35,5,pending,77360944
yffNI,Forgery and fraud,2021-12-14 00:38:35,3,pending,85192620
wXRHF,Car theft,2022-08-28 00:42:09,10,pending,42906586
8T7O4,Assault in a public place,2021-06-11 04:34:10,10,closed,81701252
sqKEN,Burglary in a residential area,2019-04-10 19:29:01,7,closed,89064967
Z25hX,Identity theft,2019-12-01 16:07:19,1,pending,42323994
dHoyV,Public disturbance,2022-09-22 06:46:11,4,closed,15934346
xeEyi,Public disturbance,2020-07-30 17:48:50,2,closed,97035761
RyNEn,Vandalism in a park,2021-01-28 18:38:39,9,pending,68735496
QwuJZ,Assault in a public place,2021-06-18 13:27:28,9,pending,15727837
swBgj,Public disturbance,2020-10-20 22:17:00,1,pending,66174870
BmAhK,Shoplifting at a mall,2020-12-13 04:58:27,3,pending,24358719
hNWPg,Forgery and fraud,2020-03-31 14:12:10,8,pending,23975875
UnUIn,Environmental crime,2022-04-18 02:14:32,10,pending,31328373
jNGfm,Human trafficking,2021-07-23 23:57:57,8,pending,94559860
IzdPH,Human trafficking,2019-07-19 22:12:47,5,pending,07553244
pidwp,Kidnapping,2021-07-18 02:01:52,8,closed,85121761
afcAl,Robbery at a convenience store,2019-07-18 17:19:14,10,pending,28907232
2SNku,Child abuse,2021-06-15 02:26:24,2,closed,23535887
vESZC,Assault in a public place,2019-04-07 17:41:23,1,pending,41026713
MYK9T,Trespassing,2022-05-12 01:51:39,10,pending,90674829
AOC0O,Child abuse,2019-07-26 01:51:35,10,pending,94445125
1FIIz,Domestic violence,2021-11-05 21:04:19,8,pending,43894320
NfgVs,Kidnapping,2019-01-23 10:35:11,7,closed,33329806
SethS,Homicide,2021-02-13 06:48:35,9,closed,38766578
RaSIY,Cybercrime,2019-02-04 12:58:59,5,pending,97553821
4CwQe,Vandalism in a park,2019-07-24 11:52:35,3,closed,41211197
evHAP,Identity theft,2020-09-24 18:02:16,4,closed,04647800
YH5xC,Arson,2019-02-24 06:56:43,6,pending,34452437
LQ0hG,Stalking,2020-04-29 04:29:29,6,closed,70008018
GLa4F,Trespassing,2022-03-24 20:17:21,4,closed,19931863
BlgZ0,Arson,2022-02-28 03:33:56,7,closed,70328649
0l5xL,Drug trafficking,2022-10-21 13:56:15,4,pending,32217323
bSY5Y,Homicide,2020-05-12 12:13:15,8,closed,07790342
yDWLf,Drug trafficking,2021-05-22 07:39:06,4,closed,02935258
aHbrT,Shoplifting at a mall,2021-04-08 18:01:10,7,pending,55494349
CIOuq,Car theft,2022-11-17 18:04:23,5,closed,76575936
CLnso,Cybercrime,2021-05-24 00:02:06,2,closed,03519919
MgHWV,Domestic violence,2022-11-28 04:15:19,3,closed,85150003
OpRMH,Assault on an officer,2019-06-05 19:35:00,3,pending,08155238
cQgHY,Arson,2022-06-06 02:02:52,2,pending,61498090
ECmX4,Cybercrime,2020-01-09 00:33:40,8,closed,57117474
07NcN,Assault in a public place,2019-04-18 09:09:07,3,pending,04953416
0Qttb,Cybercrime,2021-08-21 23:49:52,3,pending,64606690
23uVC,Homicide,2019-08-01 04:34:50,3,closed,42488643
goLkU,Shoplifting at a mall,2020-07-05 10:37:45,3,closed,93832023
ERnbb,Environmental crime,2019-01-24 15:50:03,8,closed,75359588
dzVtu,Stalking,2022-11-05 02:29:21,8,closed,06217557
Lar8Z,Assault in a public place,2021-01-12 23:05:27,3,closed,16484481
Q4iD8,Environmental crime,2020-04-03 03:10:00,10,closed,31367893
EP7np,Child abuse,2019-07-24 03:40:27,6,closed,16646545
7Tv0e,Trespassing,2021-07-24 12:53:57,6,closed,12509180
6aA5v,Environmental crime,2021-03-23 09:46:59,7,closed,75690590
MPmUf,Shoplifting at a mall,2020-07-12 18:36:10,7,closed,26265498
Fuyum,Kidnapping,2021-07-03 07:14:34,1,closed,53819545
KmGNI,Assault in a public place,2022-06-20 22:22:28,6,closed,84507766
LFRvx,Robbery at a convenience store,2021-08-22 19:09:54,7,pending,68971398
GpsCe,Public disturbance,2019-03-04 15:41:26,3,closed,38407714
HUr5m,Domestic violence,2022-06-25 05:36:42,8,closed,22827657
TQx1F,Vandalism in a park,2020-10-16 04:45:14,1,pending,78188534
5f3TO,Stalking,2019-08-16 18:46:08,6,pending,03910769
CCuWr,Stalking,2022-07-01 18:39:13,1,pending,32429362
kH8Do,Assault on an officer,2022-10-10 07:47:08,9,pending,63296337
uRCUR,Vandalism in a park,2019-02-21 11:10:01,9,pending,46698110
Olc4S,Car theft,2021-08-13 18:20:49,6,pending,80705483
67dFE,Robbery at a convenience store,2022-11-20 05:59:39,8,closed,16179087
zDYLm,Burglary in a residential area,2021-12-05 12:15:52,3,closed,49533777
mNehI,Identity theft,2021-12-28 08:26:08,1,pending,78587241
g8LOd,Trespassing,2021-01-06 11:40:04,7,closed,07032529
QOu2R,Trespassing,2019-03-17 17:04:42,2,pending,35567652
VM2kH,Kidnapping,2019-10-14 19:26:14,2,pending,75758624
DQWfE,Kidnapping,2021-03-01 10:17:01,7,pending,12392398
nq2HC,Burglary in a residential area,2019-01-14 14:26:37,5,pending,05645048
33l02,Stalking,2020-11-07 05:28:49,4,closed,89690700
3J0P4,Assault on an officer,2020-04-27 04:40:10,7,closed,53639754
rz8nt,Car theft,2020-12-23 02:39:50,4,closed,34379147
GiggI,Arson,2022-12-27 00:05:26,7,closed,28158346
VtU3c,Vandalism in a park,2019-11-16 13:17:17,5,pending,52636380
ErY0v,Stalking,2019-03-16 14:39:19,6,closed,29365059
ghaOC,Domestic violence,2021-01-20 09:26:35,8,pending,35221606
qynTJ,Forgery and fraud,2020-10-25 02:09:39,2,closed,71861030
ou1g0,Environmental crime,2021-05-10 18:19:07,3,pending,53803778
2ViJH,Domestic violence,2019-04-20 01:33:58,9,pending,03142850
1J6nP,Forgery and fraud,2020-09-26 14:14:33,7,pending,76347099
EE3Lw,Human trafficking,2022-04-18 00:30:20,9,closed,39714156
tMFAP,Domestic violence,2019-09-15 10:59:59,6,pending,22157406
ekqxP,Kidnapping,2022-05-09 02:23:54,5,closed,33318259
Kf6ei,Drug trafficking,2020-10-23 21:33:27,9,closed,11327142
DPx7c,Drug trafficking,2019-06-16 15:26:10,4,closed,82131798
d6kvc,Child abuse,2021-08-30 12:07:03,8,closed,50910172
u45Nk,Cybercrime,2022-01-28 21:52:04,1,pending,20833187
oa0zx,Homicide,2022-11-05 20:19:57,10,closed,86365760
X4cx2,Environmental crime,2019-09-09 22:36:23,8,pending,64310581
CH1y1,Public disturbance,2021-03-27 21:24:36,1,pending,54531188
4vB7E,Forgery and fraud,2022-09-07 07:10:53,9,pending,13178012
3izq9,Robbery at a convenience store,2021-04-10 14:32:34,9,pending,31604935
ujpKS,Identity theft,2021-10-23 14:53:32,3,closed,78969881
PqaHG,Domestic violence,2021-06-02 17:26:34,6,pending,49017279
NAg2H,Identity theft,2021-10-28 02:55:34,7,closed,03064738
xPjqC,Arson,2021-02-04 18:37:36,5,closed,85689396
vdj2O,Cybercrime,2020-11-28 06:28:14,4,pending,08542881
9ZxOc,Human trafficking,2020-09-27 18:57:17,5,closed,01166339
iSbpn,Domestic violence,2019-06-04 16:22:06,3,closed,76254823
uwC8o,Environmental crime,2019-07-20 03:29:54,3,closed,12030180
y9dlT,Burglary in a residential area,2020-05-18 07:24:51,2,closed,53972662
kTkD5,Robbery at a convenience store,2020-08-15 17:34:39,6,pending,43609929
45Jrj,Child abuse,2022-08-31 18:44:11,9,pending,69568457
j5DMR,Shoplifting at a mall,2020-02-24 08:07:24,7,pending,67991373
aFoHM,Burglary in a residential area,2019-09-25 07:36:37,8,pending,04494313
